orf	Mw	PI	Protein.Length	GRAVY.Score	Aromaticity.Score	CAI	Codon.Bias	FOP.Score	Ala	Cys	Asp	Glu	Phe	Gly	His	Ile	Lys	Leu	Met	Asn	Pro	Gln	Arg	Ser	Thr	Val	Trp	Tyr	INSTABILITY.INDEX..II.	ALIPHATIC.INDEX	mRNA	abundance	density	occupancy	transcripthl	transcriptsyn	halflife	noise	hydro	AP	ID	tAI	GC	helix	sheet	coil	TF	kinase	PPI	ePPI
YAL024C	163134.9	6.42	1435	-0.6	0.07	0.12	-0.03	0.42	0.038327526	0.006271777	0.063414634	0.068989547	0.033449477	0.019512195	0.020905923	0.070383275	0.073867596	0.094773519	0.018815331	0.081533101	0.041811847	0.03902439	0.046689895	0.133101045	0.061324042	0.052961672	0.008362369	0.026480836	52.9	79.9	0.2	8.247927513	0.02	0.66	6.91	8.5	144	NA	0.224393	4327.12	0.50662	0.3434637	0.370706	0.282927	0.00836237	0.708711	1	NA	55	14
YAL025C	35680.9	4.9	306	-1.18	0.07	0.22	0.23	0.57	0.068627451	0.019607843	0.071895425	0.147058824	0.016339869	0.035947712	0.022875817	0.032679739	0.104575163	0.058823529	0.019607843	0.045751634	0.022875817	0.045751634	0.065359477	0.075163399	0.035947712	0.058823529	0.019607843	0.032679739	58.93	53.32	2.5	NA	0.33	0.69	6.79	20.43	NA	NA	0.062564	282.058	0.395425	0.4506508	0.422367	0.434641	0.0718954	0.493464	1	1	138	80
YAL026C	153727.8	5.14	1355	-0.21	0.11	0.19	0.15	0.52	0.064206642	0.009594096	0.062730627	0.065682657	0.058302583	0.056088561	0.019926199	0.080442804	0.057564576	0.09298893	0.020664207	0.060516605	0.033210332	0.034686347	0.042804428	0.071586716	0.06199262	0.055350554	0.013284133	0.038376384	36.1	85.51	0.7	9.243173983	0.07	0.72	14.61	8.44	20	-0.442	0.426736	17042.1	0.261255	0.4123284	0.375614	0.354982	0.115867	0.529151	1	NA	39	5
YAL026C-A	17452.4	10.71	145	0.11	0.1	0.09	-0.1	0.4	0.013793103	0.006896552	0.020689655	0.048275862	0.04137931	0.020689655	0.034482759	0.137931034	0.096551724	0.117241379	0.062068966	0.04137931	0.013793103	0.034482759	0.068965517	0.048275862	0.075862069	0.062068966	0.006896552	0.048275862	43.77	109.2	NA	NA	NA	NA	NA	NA	NA	NA	0.698653	2699.49	0.172414	NA	0.333334	0.337931	0.413793	0.248276	NA	NA	NA	0
YAL027W	29778	9.91	261	-0.26	0.06	0.11	-0.01	0.43	0.057471264	0.007662835	0.053639847	0.053639847	0.034482759	0.022988506	0.030651341	0.099616858	0.091954023	0.114942529	0.01532567	0.0651341	0.053639847	0.045977011	0.045977011	0.0651341	0.053639847	0.061302682	0.003831418	0.022988506	49.95	102.02	0.6	10.19229281	0.38	0.71	5.75	5.86	36	NA	0.357095	771.277	0.137931	0.358492	0.384224	0.218391	0.260536	0.521073	1	NA	21	7
YAL028W	58757.8	9.25	528	-0.69	0.06	0.11	0	0.42	0.058712121	0.007575758	0.066287879	0.053030303	0.034090909	0.034090909	0.045454545	0.039772727	0.09280303	0.087121212	0.024621212	0.043560606	0.056818182	0.039772727	0.039772727	0.160984848	0.035984848	0.053030303	0.003787879	0.022727273	56.79	67.77	0.2	NA	0.44	0.73	NA	NA	NA	NA	0.172277	1550.18	0.50947	0.3389943	0.425331	0.30303	0	0.69697	2	NA	9	2
YAL029C	169346.1	7.71	1471	-0.33	0.1	0.15	0.09	0.49	0.053025153	0.010197145	0.046906866	0.07817811	0.046906866	0.042828008	0.017675051	0.081577158	0.081577158	0.108089735	0.022433719	0.066621346	0.029911625	0.046227056	0.044187627	0.070700204	0.050305914	0.053025153	0.010197145	0.03942896	41.67	89.22	1	11.10983065	0.11	0.77	13.57	31.87	NA	-0.48	0.319021	10281.1	0.265126	0.3854836	0.371603	0.53433	0.0618627	0.403807	2	NA	35	10
YAL030W	13202.5	8.49	117	-0.22	0.05	0.13	0.08	0.49	0.094017094	0.008547009	0.068376068	0.068376068	0.025641026	0.034188034	0.017094017	0.085470085	0.068376068	0.076923077	0.042735043	0.042735043	0.034188034	0.034188034	0.076923077	0.076923077	0.034188034	0.085470085	0.008547009	0.017094017	52.64	91.21	1.6	NA	1.32	0.83	33.42	8.99	NA	NA	0.614528	1297.24	0.452991	0.3235146	0.423729	0.777778	0	0.222222	2	NA	44	12
YAL031C	86677.1	10.27	760	-0.46	0.07	0.12	0.05	0.45	0.05	0.013157895	0.035526316	0.053947368	0.031578947	0.019736842	0.023684211	0.067105263	0.086842105	0.114473684	0.017105263	0.065789474	0.061842105	0.036842105	0.055263158	0.122368421	0.055263158	0.046052632	0.013157895	0.030263158	55.82	84.99	0.4	7.826548487	0.31	0.66	3.86	15.18	17	NA	0.277893	1660.83	0.496053	0.3492909	0.400789	0.381579	0.0131579	0.605263	2	1	10	4
YAL031W-A	11416.6	8.2	102	0.46	0.11	0.12	0.11	0.47	0.029411765	0.049019608	0.049019608	0.029411765	0.068627451	0.049019608	0.009803922	0.098039216	0.039215686	0.12745098	0.029411765	0.049019608	0.058823529	0	0.058823529	0.147058824	0	0.068627451	0	0.039215686	53.62	108.4	NA	NA	NA	NA	NA	NA	NA	NA	0.843433	1605.06	0.205882	NA	0.398058	0.392157	0.205882	0.401961	NA	NA	NA	0
YAL032C	42490.4	9.68	379	-0.83	0.06	0.14	0.14	0.51	0.092348285	0.002638522	0.058047493	0.07651715	0.023746702	0.042216359	0.021108179	0.039577836	0.089709763	0.07651715	0.018469657	0.071240106	0.052770449	0.050131926	0.063324538	0.081794195	0.044854881	0.063324538	0.005277045	0.026385224	39.95	67.79	0.1	10.70563239	0.09	0.69	7.1	8.33	474	NA	0.128828	110.066	0.733509	0.3718348	0.452632	0.316623	0.0316623	0.651715	NA	NA	72	29
YAL033W	19574.8	7.97	173	-0.24	0.05	0.09	-0.03	0.42	0.034682081	0.023121387	0.075144509	0.057803468	0.034682081	0.040462428	0.023121387	0.115606936	0.080924855	0.098265896	0.028901734	0.069364162	0.023121387	0.023121387	0.057803468	0.115606936	0.028901734	0.052023121	0	0.01734104	48.9	98.81	1.2	11.12282799	0.57	0.75	15.37	18.81	47	0.81	0.403161	944.003	0.213873	0.2875572	0.415709	0.421965	0.16763	0.410405	1	NA	19	12
YAL034C	47096	10.37	413	-0.84	0.09	0.12	0.07	0.45	0.050847458	0.007263923	0.04842615	0.031476998	0.02905569	0.03874092	0.016949153	0.041162228	0.07748184	0.0968523	0.01937046	0.0968523	0.082324455	0.036319613	0.06779661	0.123486683	0.036319613	0.033898305	0.012106538	0.053268765	56.9	65.13	0.2	NA	0.22	0.52	4.22	17.8	NA	NA	0.141889	315.01	0.37046	0.3651157	0.4219	0.249395	0	0.750605	1	NA	26	3
YAL034C-B	13270.1	10.02	117	0.36	0.09	0.1	-0.09	0.4	0.051282051	0.017094017	0.017094017	0.042735043	0.051282051	0.042735043	0.025641026	0.11965812	0.076923077	0.102564103	0.051282051	0.025641026	0.034188034	0.05982906	0.034188034	0.085470085	0.051282051	0.076923077	0	0.034188034	38	109.18	NA	NA	NA	NA	NA	NA	NA	NA	0.755696	1931.83	0.196581	NA	0.341808	0.188034	0.529915	0.282051	NA	NA	NA	0
YAL034W-A	33235.5	4.86	289	-0.53	0.05	0.11	-0.07	0.39	0.038062284	0.006920415	0.08650519	0.103806228	0.020761246	0.031141869	0.003460208	0.058823529	0.110726644	0.148788927	0.020761246	0.055363322	0.024221453	0.031141869	0.051903114	0.062283737	0.051903114	0.065743945	0	0.027681661	34.43	98.46	NA	11.34983409	0.54	0.73	4.82	9.07	NA	NA	0.236085	96.443	0.314879	NA	0.385057	0.67128	0	0.32872	NA	1	28	17
YAL035W	112251.6	5.45	1002	-0.74	0.04	0.35	0.46	0.69	0.083832335	0.006986028	0.060878244	0.122754491	0.01996008	0.053892216	0.011976048	0.047904192	0.121756487	0.091816367	0.016966068	0.032934132	0.035928144	0.0499002	0.043912176	0.062874251	0.046906188	0.064870259	0.005988024	0.017964072	48.79	77.01	8.8	13.70994538	0.16	0.75	27.31	59.08	321	-0.93	0.290031	2709.77	0.277445	0.5186406	0.413094	0.394212	0.130739	0.47505	4	1	146	65
YAL036C	40704.5	8.57	369	-0.13	0.06	0.24	0.29	0.6	0.062330623	0.010840108	0.06504065	0.059620596	0.027100271	0.075880759	0.01897019	0.08401084	0.078590786	0.105691057	0.016260163	0.035230352	0.037940379	0.029810298	0.054200542	0.070460705	0.056910569	0.081300813	0.005420054	0.024390244	36.06	101.1	3.9	13.51422091	0.63	0.78	20.12	47.58	57	-1.331	0.34751	1521.41	0.0785908	0.4158804	0.436937	0.295393	0.195122	0.509485	4	NA	69	32
YAL037C-A	3449.3	10.51	30	0.54	0.07	0.1	-0.03	0.44	0	0	0.033333333	0	0.066666667	0.033333333	0.033333333	0.166666667	0.1	0.1	0.1	0.1	0.033333333	0.033333333	0	0.066666667	0.066666667	0.066666667	0	0	50.04	119.02	NA	NA	NA	NA	NA	NA	NA	NA	1.40419	620.718	0.1	NA	0.32258	0	0.6	0.4	NA	NA	NA	0
YAL037C-B	35751.6	3.67	324	-0.22	0.12	0.23	0.33	0.61	0.00308642	0	0.101851852	0.037037037	0.067901235	0.104938272	0.021604938	0.030864198	0	0.098765432	0.00308642	0.067901235	0.00308642	0.061728395	0.024691358	0.135802469	0.083333333	0.104938272	0.049382716	0	29.62	79.38	NA	NA	NA	NA	NA	NA	NA	NA	0.339712	3025.9	0.157407	NA	0.462564	0.0679012	0.299383	0.632716	NA	NA	NA	0
YAL037W	30459.4	8.17	267	-0.12	0.1	0.09	-0.09	0.39	0.041198502	0.018726592	0.052434457	0.041198502	0.052434457	0.033707865	0.007490637	0.082397004	0.063670412	0.116104869	0.026217228	0.063670412	0.029962547	0.06741573	0.037453184	0.08988764	0.078651685	0.052434457	0.003745318	0.041198502	48.02	92.57	0.2	NA	0.37	0.76	NA	NA	NA	NA	0.347825	1326.78	0.142322	0.308105	0.391791	0.374532	0.071161	0.554307	3	NA	1	0
YAL038W	54546.3	7.78	500	-0.15	0.06	0.89	0.93	0.96	0.086	0.014	0.064	0.056	0.03	0.068	0.014	0.074	0.074	0.07	0.022	0.052	0.05	0.02	0.048	0.054	0.076	0.096	0.002	0.03	23.07	89.15	50.4	18.15065963	0.71	0.88	66.95	165.59	NA	3.835	0.383272	1867.09	0.044	0.6436187	0.461743	0.33	0.204	0.466	12	NA	121	51
YAL039C	30071.2	5.18	269	-0.65	0.08	0.11	0.11	0.47	0.048327138	0.014869888	0.07063197	0.066914498	0.040892193	0.074349442	0.029739777	0.026022305	0.05204461	0.063197026	0.05204461	0.037174721	0.092936803	0.044609665	0.048327138	0.107806691	0.026022305	0.063197026	0.026022305	0.014869888	61.33	54.55	1.8	11.91811785	0.86	0.73	5.48	8.55	2	NA	0.14858	111.088	0.416357	0.3547211	0.530864	0.215613	0.0817844	0.702602	8	NA	21	8
YAL040C	65007.7	9.45	580	-0.26	0.1	0.2	0.26	0.57	0.072413793	0.018965517	0.04137931	0.027586207	0.053448276	0.012068966	0.020689655	0.055172414	0.05862069	0.122413793	0.020689655	0.072413793	0.048275862	0.04137931	0.037931034	0.15862069	0.074137931	0.018965517	0.00862069	0.036206897	52.62	79.38	1.1	NA	0.17	0.63	NA	NA	NA	NA	0.304055	2736.43	0.324138	0.3934455	0.410786	0.42931	0	0.57069	8	NA	84	11
YAL041W	96946.8	8.72	854	-0.48	0.08	0.13	0.04	0.45	0.043325527	0.008196721	0.042154567	0.06323185	0.048009368	0.019906323	0.029274005	0.072599532	0.072599532	0.098360656	0.025761124	0.081967213	0.036299766	0.046838407	0.039812646	0.148711944	0.053864169	0.040983607	0.007025761	0.021077283	50.46	79.55	0.4	9.980139578	0.12	0.68	7.33	20.26	73	-1.728	0.271479	3025.96	0.405152	0.3438665	0.389084	0.340749	0.087822	0.571429	2	1	59	14
YAL042C-A	13710	9.43	125	0.05	0.06	0.1	0.02	0.43	0.032	0.04	0.032	0.016	0.04	0.024	0.032	0.064	0.024	0.072	0.04	0.056	0.04	0	0.072	0.208	0.096	0.088	0	0.024	76.45	79.86	NA	NA	NA	NA	NA	NA	NA	NA	0.52627	1775.49	0.184	NA	0.478836	0.248	0.192	0.56	NA	NA	NA	0
YAL042W	46230.7	6.82	415	-0.4	0.09	0.12	0.1	0.48	0.057831325	0.024096386	0.065060241	0.048192771	0.053012048	0.089156627	0.038554217	0.048192771	0.05060241	0.084337349	0.021686747	0.065060241	0.040963855	0.045783133	0.05060241	0.062650602	0.053012048	0.065060241	0.009638554	0.026506024	33.3	72.98	3.9	NA	0.86	0.81	41.44	16.78	NA	NA	0.297527	2818.04	0.137349	0.3578076	0.495994	0.195181	0.26747	0.537349	1	NA	8	2
YAL043C	88464.8	6.15	785	-0.36	0.07	0.13	0.14	0.5	0.048407643	0.005095541	0.061146497	0.064968153	0.036942675	0.033121019	0.015286624	0.058598726	0.077707006	0.132484076	0.026751592	0.050955414	0.045859873	0.050955414	0.036942675	0.117197452	0.059872611	0.045859873	0.008917197	0.022929936	50.46	89.58	0.3	11.86495992	0.13	0.67	39.22	7.79	NA	-3.115	0.315559	4668.65	0.244586	0.3531896	0.460136	0.564331	0	0.435669	3	1	50	24
YAL044C	18782.1	4.38	170	-0.44	0.07	0.16	0.18	0.53	0.058823529	0	0.047058824	0.1	0.017647059	0.082352941	0.017647059	0.035294118	0.052941176	0.094117647	0.029411765	0.052941176	0.041176471	0.047058824	0.029411765	0.070588235	0.082352941	0.088235294	0.017647059	0.035294118	45.4	78.44	10.6	11.77725532	0.88	0.86	103.33	19.35	NA	11.025	0.151316	77.3515	0.170588	0.4159116	0.481482	0.164706	0.235294	0.6	2	NA	9	0
YAL044W-A	12543.7	10.13	110	-0.62	0.09	0.14	0.11	0.49	0.081818182	0.009090909	0.036363636	0.063636364	0.054545455	0.072727273	0.054545455	0.027272727	0.1	0.090909091	0.045454545	0.036363636	0.036363636	0.054545455	0.054545455	0.063636364	0.036363636	0.045454545	0	0.036363636	46.78	62.3	NA	7.894817763	NA	NA	37.42	9.54	NA	NA	0.168876	409.758	0.254545	NA	0.471471	0.336364	0.172727	0.490909	NA	NA	18	3
YAL045C	11646.9	7.08	102	0.36	0.09	0.11	0.06	0.46	0.068627451	0.058823529	0.039215686	0.049019608	0.049019608	0.029411765	0.058823529	0.049019608	0.039215686	0.137254902	0.049019608	0.019607843	0.009803922	0.039215686	0.039215686	0.078431373	0.068627451	0.078431373	0.019607843	0.019607843	36.04	96.01	NA	NA	1.52	0.81	NA	NA	NA	NA	0.66555	1471.12	0.0196078	NA	0.472492	0.539216	0.127451	0.333333	1	NA	NA	0
YAL046C	13364.9	10.67	118	-0.43	0.05	0.11	0.13	0.49	0.025423729	0.016949153	0.033898305	0.042372881	0.016949153	0.06779661	0.025423729	0.06779661	0.101694915	0.101694915	0.050847458	0.025423729	0.042372881	0.06779661	0.050847458	0.101694915	0.076271186	0.050847458	0.025423729	0.008474576	59.2	80.54	0.8	8.016808288	0.56	0.79	23.04	5.98	115997	NA	0.17577	68.4022	0.20339	0.35837	0.481793	0.305085	0.169492	0.525424	1	NA	NA	0
YAL047C	72073.2	4.71	622	-0.79	0.05	0.14	0.05	0.46	0.030546624	0	0.064308682	0.110932476	0.030546624	0.01607717	0.022508039	0.083601286	0.085209003	0.127009646	0.01607717	0.094855305	0.024115756	0.062700965	0.036977492	0.104501608	0.04340836	0.024115756	0.004823151	0.017684887	54.73	88.07	0.2	9.319672121	0.25	0.76	NA	NA	NA	NA	0.161362	1531.28	0.308682	0.3704173	0.364901	0.741158	0	0.258842	1	NA	33	10
YAL047W-A	12153.4	5.77	109	0.55	0.11	0.13	0.06	0.45	0.009174312	0.027522936	0.036697248	0.04587156	0.082568807	0.064220183	0.009174312	0.091743119	0.036697248	0.119266055	0.04587156	0.027522936	0.04587156	0.018348624	0.036697248	0.128440367	0.064220183	0.082568807	0	0.027522936	40.93	105.39	NA	NA	NA	NA	NA	NA	NA	NA	0.883847	2685.53	0.0825688	NA	0.354545	0.256881	0.366972	0.376147	NA	NA	NA	0
YAL048C	75138.9	5.82	662	-0.16	0.1	0.14	0.06	0.46	0.043806647	0.025679758	0.075528701	0.054380665	0.055891239	0.042296073	0.019637462	0.069486405	0.075528701	0.123867069	0.012084592	0.046827795	0.045317221	0.033232628	0.036253776	0.083081571	0.057401813	0.057401813	0.010574018	0.031722054	38.5	92.46	0.1	NA	0.15	0.6	NA	NA	NA	NA	0.380759	6078.33	0.151057	0.3736469	0.399195	0.351964	0.128399	0.519637	1	NA	20	5
YAL049C	27083.1	6.23	246	-0.08	0.11	0.17	0.1	0.5	0.101626016	0.016260163	0.073170732	0.056910569	0.069105691	0.077235772	0.036585366	0.077235772	0.081300813	0.069105691	0.012195122	0.036585366	0.044715447	0.020325203	0.024390244	0.06097561	0.032520325	0.069105691	0.008130081	0.032520325	37.01	83.27	2.4	10.81378119	0.63	0.74	18.33	16.94	560	NA	0.447074	1580.37	0.0528455	0.4215604	0.418354	0.353659	0.178862	0.46748	2	NA	3	0
YAL051W	118886.4	6.98	1047	-0.28	0.09	0.14	0.05	0.46	0.044890162	0.017191977	0.052531041	0.062082139	0.054441261	0.042979943	0.024832856	0.076408787	0.063037249	0.108882521	0.031518625	0.072588348	0.045845272	0.028653295	0.045845272	0.102196753	0.050620821	0.040114613	0.005730659	0.029608405	44.19	84.98	0.6	6.528258743	0.15	0.68	5.51	16.95	NA	NA	0.36746	9465.6	0.276027	0.3556535	0.373728	0.458453	0.00382044	0.537727	NA	NA	39	5
YAL053W	87472.3	8.05	783	0.22	0.13	0.17	0.19	0.54	0.08045977	0.012771392	0.045977011	0.029374202	0.079182631	0.038314176	0.006385696	0.0651341	0.044699872	0.108556833	0.019157088	0.074074074	0.033205619	0.038314176	0.034482759	0.091954023	0.071519796	0.08045977	0.011494253	0.034482759	28.36	94.44	1.8	8.693486957	0.45	0.67	10.58	11.53	29	NA	0.70458	12563.7	0.209451	0.3843873	0.419643	0.366539	0.10728	0.526181	6	NA	12	2
YAL054C	79132.4	6.6	713	-0.27	0.1	0.26	0.34	0.62	0.078541374	0.009817672	0.067321178	0.053295933	0.036465638	0.070126227	0.028050491	0.06171108	0.065918654	0.081346424	0.011220196	0.032258065	0.056100982	0.03085554	0.042075736	0.071528752	0.065918654	0.07713885	0.016830295	0.043478261	34.44	81.9	0.3	11.49685378	NA	NA	15.81	2.89	29	NA	0.357801	4663.17	0.0841515	0.4583514	0.453781	0.301543	0.119215	0.579243	9	NA	36	5
YAL055W	19880.1	8.47	180	-0.3	0.07	0.09	-0.14	0.36	0.061111111	0.027777778	0.077777778	0.05	0.027777778	0.066666667	0.011111111	0.077777778	0.088888889	0.055555556	0.022222222	0.033333333	0.044444444	0.022222222	0.055555556	0.094444444	0.055555556	0.088888889	0.011111111	0.027777778	45.92	80.35	0.8	8.016808288	0.55	0.77	9.66	11.4	70	NA	0.415371	1788.5	0.183333	0.3149763	0.423573	0.344444	0.133333	0.522222	NA	NA	9	0
YAL056C-A	12978.6	10.63	116	0.28	0.08	0.11	0.07	0.45	0.043103448	0.034482759	0.017241379	0.017241379	0.043103448	0.034482759	0.00862069	0.043103448	0.034482759	0.129310345	0.034482759	0.051724138	0.051724138	0.034482759	0.077586207	0.112068966	0.086206897	0.112068966	0.00862069	0.025862069	44.4	99.54	NA	NA	NA	NA	NA	NA	NA	NA	0.662764	809.46	0.0172414	NA	0.413105	0.310345	0.318966	0.37069	NA	NA	NA	0
YAL056W	98653.9	7.2	880	-0.47	0.09	0.11	-0.02	0.41	0.0375	0.014772727	0.065909091	0.052272727	0.043181818	0.069318182	0.025	0.064772727	0.068181818	0.084090909	0.029545455	0.064772727	0.057954545	0.027272727	0.046590909	0.107954545	0.043181818	0.052272727	0.009090909	0.036363636	43.85	74.38	0.8	NA	0.12	0.66	9.78	11.39	8	NA	0.264	3792.09	0.193182	NA	0.395006	0.0568182	0.217045	0.726136	1	NA	3	0
YAL058W	56948.3	4.94	502	-0.34	0.09	0.11	0.02	0.44	0.051792829	0.011952191	0.049800797	0.081673307	0.033864542	0.059760956	0.025896414	0.077689243	0.053784861	0.093625498	0.025896414	0.061752988	0.071713147	0.035856574	0.037848606	0.059760956	0.055776892	0.055776892	0.027888446	0.027888446	31.46	84.02	0.6	12.21674586	0.71	0.71	23.46	4.78	71	NA	0.336944	3566.07	0.115538	0.3327425	0.434062	0.14741	0.167331	0.685259	2	NA	10	2
YAL059C-A	15830.1	9.93	140	0.7	0.14	0.19	0.25	0.55	0.107142857	0.028571429	0.035714286	0.035714286	0.114285714	0.014285714	0.007142857	0.057142857	0.057142857	0.185714286	0.028571429	0.014285714	0.014285714	0.007142857	0.064285714	0.135714286	0.035714286	0.035714286	0	0.021428571	44.28	110.6	NA	NA	NA	NA	NA	NA	NA	NA	0.886445	2244.28	0.0571429	NA	0.382979	0.642857	0	0.357143	NA	NA	NA	0
YAL059W	23902.6	10.44	212	-0.81	0.04	0.17	0.18	0.54	0.099056604	0	0.061320755	0.089622642	0.023584906	0.033018868	0	0.051886792	0.132075472	0.099056604	0.014150943	0.066037736	0.023584906	0.033018868	0.070754717	0.08490566	0.051886792	0.047169811	0.009433962	0.009433962	34.68	77.35	3.4	11.47167521	0.47	0.68	12.43	27.5	36	1.698	0.173709	979.239	0.438679	0.4164913	0.402191	0.632075	0.0141509	0.353774	NA	NA	75	47
YAL060W	41574.4	6.55	382	-0.06	0.07	0.23	0.28	0.59	0.062827225	0.028795812	0.057591623	0.065445026	0.036649215	0.094240838	0.044502618	0.073298429	0.081151832	0.070680628	0.028795812	0.02617801	0.04973822	0.02617801	0.020942408	0.068062827	0.041884817	0.094240838	0.013089005	0.015706806	35.99	87.38	1.8	13.09176594	0.61	0.67	16.17	8.86	68	9.758	0.425831	1181.18	0.0235602	0.4263308	0.450827	0.240838	0.222513	0.536649	5	NA	33	4
YAL061W	46085.1	6.03	417	-0.24	0.07	0.14	0.15	0.52	0.086330935	0.033573141	0.059952038	0.081534772	0.028776978	0.088729017	0.043165468	0.076738609	0.055155875	0.076738609	0.023980815	0.040767386	0.043165468	0.014388489	0.052757794	0.040767386	0.050359712	0.06235012	0.011990408	0.028776978	32.75	83.06	0.2	11.59339112	0.85	0.72	NA	NA	NA	NA	0.355521	581.835	0.0479616	0.3918713	0.484051	0.275779	0.201439	0.522782	1	NA	23	0
YAL062W	49619.6	5.12	457	-0.19	0.09	0.16	0.19	0.54	0.087527352	0.013129103	0.04595186	0.074398249	0.04595186	0.100656455	0.008752735	0.065645514	0.067833698	0.059080963	0.021881838	0.04595186	0.030634573	0.039387309	0.035010941	0.080962801	0.050328228	0.080962801	0.013129103	0.032822757	24.46	77.86	0.2	NA	0.78	0.56	NA	NA	NA	NA	0.349166	1871.43	0.0131291	0.4268549	0.4869	0.417943	0.129103	0.452954	12	NA	29	5
YAL063C	138012.6	3.91	1322	-0.12	0.06	0.24	0.37	0.65	0.051437216	0.012859304	0.027987897	0.047655068	0.02269289	0.054462935	0.003025719	0.068835098	0.015128593	0.037065053	0.016641452	0.039334342	0.056732224	0.02269289	0.014372163	0.138426626	0.269288956	0.06580938	0.015128593	0.020423601	32.14	66.39	NA	NA	0.03	0.68	6.05	8.55	NA	NA	0.342359	11199.7	0.779879	NA	0.44646	0.0143722	0.496974	0.488654	15	NA	7	1
YAL063C-A	11317.6	10.15	96	0.08	0.1	0.17	0.03	0.48	0.03125	0.041666667	0.052083333	0.010416667	0.041666667	0.020833333	0.03125	0.177083333	0.083333333	0.09375	0.010416667	0.083333333	0.010416667	0.010416667	0.072916667	0.072916667	0.0625	0.03125	0.010416667	0.052083333	47.18	110.89	NA	NA	NA	NA	NA	NA	NA	NA	0.590825	1128.18	0.0416667	NA	0.281787	0.177083	0.4375	0.385417	NA	NA	NA	0
YAL064C-A	13878.6	4.11	126	0.02	0.15	0.21	0.23	0.56	0.071428571	0.023809524	0.079365079	0.015873016	0.063492063	0.071428571	0.015873016	0.047619048	0.023809524	0.055555556	0.023809524	0.031746032	0.079365079	0.03968254	0.015873016	0.079365079	0.087301587	0.087301587	0.015873016	0.071428571	34.68	68.73	NA	NA	0.52	0.63	NA	NA	NA	NA	0.344773	526.438	0.015873	NA	0.43832	0	0.396825	0.603175	NA	NA	1	0
YAL064W	11010	10.29	94	-0.24	0.13	0.11	0	0.41	0.021276596	0.031914894	0.021276596	0.053191489	0.117021277	0.031914894	0.021276596	0.031914894	0.063829787	0.117021277	0.021276596	0.063829787	0.053191489	0.063829787	0.074468085	0.095744681	0.042553191	0.063829787	0	0.010638298	43.42	73.07	NA	NA	1.44	0.7	NA	NA	NA	NA	0.370773	1270.08	0.0555556	NA	0.373089	0.203704	0.324074	0.472222	8	NA	NA	0
YAL064W-B	13256.3	3.92	126	0.97	0.03	0.07	-0.16	0.37	0.063492063	0.03968254	0.03968254	0.095238095	0.015873016	0.031746032	0.055555556	0.055555556	0	0.047619048	0.023809524	0	0.031746032	0.015873016	0	0.095238095	0.095238095	0.277777778	0	0.015873016	28.09	123.47	NA	NA	0.52	0.61	NA	NA	NA	NA	1.23808	3831.66	0.142857	NA	0.454068	0.15873	0.555556	0.285714	NA	NA	NA	0
YAL065C	12916.3	4.86	128	0.13	0.03	0.11	0.1	0.5	0.09375	0	0.0078125	0.046875	0.015625	0.0703125	0.015625	0.078125	0.015625	0.0546875	0.015625	0.0546875	0.015625	0.0234375	0.015625	0.1953125	0.1875	0.078125	0.0078125	0.0078125	21.77	86.95	NA	NA	0.26	0.63	NA	NA	NA	NA	0.594659	1265.25	0.453125	NA	0.44186	0.0859375	0.234375	0.679688	1	NA	NA	0
YAL066W	12123.1	10.81	102	0.64	0.1	0.11	-0.02	0.42	0.009803922	0.019607843	0.009803922	0.019607843	0.058823529	0.009803922	0.049019608	0.147058824	0.068627451	0.18627451	0.039215686	0.029411765	0.029411765	0.039215686	0.058823529	0.068627451	0.068627451	0.049019608	0	0.039215686	51.71	136.21	NA	NA	1.52	0.7	NA	NA	NA	NA	0.959029	1944.47	0.0980392	NA	0.288026	0.607843	0.176471	0.215686	NA	NA	NA	0
YAL067C	68845.6	8.15	593	-0.06	0.16	0.18	0.13	0.51	0.057335582	0.013490725	0.050590219	0.048903879	0.059021922	0.050590219	0.015177066	0.077571669	0.065767285	0.096121417	0.018549747	0.053962901	0.02698145	0.030354132	0.038785835	0.080944351	0.05227656	0.067453626	0.037099494	0.059021922	35.51	86.24	0.1	NA	0.17	0.74	NA	NA	NA	NA	0.523399	13833.4	0.232715	NA	0.360831	0.556492	0.00505902	0.438449	1	NA	4	1
YAL067W-A	8768.8	10.52	75	0.23	0.12	0.07	-0.16	0.32	0.013333333	0.053333333	0.026666667	0.013333333	0.066666667	0.026666667	0.013333333	0.08	0.08	0.12	0.013333333	0.053333333	0.093333333	0	0.093333333	0.066666667	0.026666667	0.106666667	0	0.053333333	62.86	102.53	NA	NA	NA	NA	NA	NA	NA	NA	0.680855	511.795	0.0133333	NA	0.41228	0	0.48	0.52	NA	NA	NA	0
