orf,localization,GPI,First signal position,SRP dependent,Loop,ORF length (codons),Signal to stop codon length,Pronounced direct SRP binding,Position of direct SRP binding,SRP binding unambiguously assigned,SRP prerecruitment
YCL010C,Cytonuclear,No,,,,259,,,,,
YCL011C,Cytonuclear,No,,,,427,,,,,
YCL012C,SS,No,9,Independent,,134,125,No,,,Yes
YCL014W,Cytonuclear,No,,,,1636,,,,,
YCL016C,Cytonuclear,No,,,,380,,,,,
YCL017C,mito,No,,,,497,,,,,
YCL018W,Cytonuclear,No,,,,364,,,,,
YCL019W,Cytonuclear,No,,,,1770,,,,,
YCL020W,Cytonuclear,No,,,,438,,,,,
YCL021W-A,TA,No,101,,,125,24,,,,
YCL024W,Cytonuclear,No,,,,1037,,,,,
YCL025C,TMD,No,125,,Yes,633,508,No,,,Yes
YCL026C-A,Cytonuclear,No,,,,193,,,,,
YCL026C-B,Exception,No,,,,193,,,,,
YCL027W,Exception,No,,Independent,,512,,,,,
YCL028W,Cytonuclear,No,,,,405,,,,,
YCL029C,Cytonuclear,No,,,,440,,,,,
YCL030C,Cytonuclear,No,,,,799,,,,,
YCL031C,Cytonuclear,No,,,,297,,,,,
YCL032W,Cytonuclear,No,,,,346,,,,,
YCL033C,Cytonuclear,No,,,,168,,,,,
YCL034W,Cytonuclear,No,,,,354,,,,,
YCL035C,Cytonuclear,No,,,,110,,,,,
YCL036W,Cytonuclear,No,,,,566,,,,,
YCL037C,Cytonuclear,No,,,,434,,,,,
YCL038C,Exception,No,,,,528,,,,,
YCL039W,Cytonuclear,No,,,,745,,,,,
YCL040W,Cytonuclear,No,,,,500,,,,,
YCL042W,Cytonuclear,No,,,,119,,,,,
YCL043C,SS,No,6,Independent,Yes,522,516,No,,,No
YCL044C,mito,No,,,,417,,,,,
YCL045C,SSTMD,No,8,Independent,No,760,752,No,,,Yes
YCL047C,Cytonuclear,No,,,,258,,,,,
YCL048W,SS,Yes,9,Independent,,463,454,,,,
YCL048W-A,Exception,No,,Independent,,79,,,,,
YCL049C,SS,No,6,Independent,,312,306,No,,,Yes
YCL050C,Cytonuclear,No,,,,321,,,,,
YCL051W,Cytonuclear,No,,,,583,,,,,
YCL052C,Exception,No,,,No,416,,,,,
YCL054W,Cytonuclear,No,,,,841,,,,,
YCL054W-A,Cytonuclear,No,,,,44,,,,,
YCL055W,Cytonuclear,No,,,,335,,,,,
YCL056C,Cytonuclear,No,,,,144,,,,,
YCL057C-A,TMD,No,39,,,97,58,No,,,Yes
YCL057W,Exception,No,,,,712,,,,,
YCL058C,Exception,No,,Dependent,,152,,,,,
YCL058W-A,Cytonuclear,No,,,,113,,,,,
YCL059C,Cytonuclear,No,,,,316,,,,,
YCL061C,Cytonuclear,No,,,,1096,,,,,
YCL063W,Cytonuclear,No,,,,423,,,,,
YCL064C,mito,No,,,,360,,,,,
YCL066W,Cytonuclear,No,,,,175,,,,,
YCL067C,Cytonuclear,No,,,,210,,,,,
YCL068C,Cytonuclear,No,,,,260,,,,,
YCL069W,TMD,No,6,Dependent,,458,452,,,,
YCL073C,TMD,No,58,Dependent,,608,550,,,,
YCR002C,Cytonuclear,No,,,,322,,,,,
YCR003W,mito,No,,,,183,,,,,
YCR004C,Cytonuclear,No,,,,247,,,,,
YCR005C,Cytonuclear,No,,,,460,,,,,
YCR007C,TMD,No,55,Dependent,,239,184,,,,
YCR008W,Cytonuclear,No,,,,603,,,,,
YCR009C,Cytonuclear,No,,,,265,,,,,
YCR010C,Exception,No,,,,283,,,,,
YCR011C,SSTMD,No,12,Independent,No,1049,1037,No,,,Yes
YCR012W,Cytonuclear,No,,,,416,,,,,
YCR014C,Cytonuclear,No,,,,582,,,,,
YCR015C,Cytonuclear,No,,,,317,,,,,
YCR016W,Cytonuclear,No,,,,290,,,,,
YCR017C,TMD,No,10,Dependent,No,953,943,No,,,Yes
YCR018C,Cytonuclear,No,,,,221,,,,,
YCR019W,Cytonuclear,No,,,,363,,,,,
YCR020C,Cytonuclear,No,,,,215,,,,,
YCR020C-A,Cytonuclear,No,,,,88,,,,,
YCR020W-B,Cytonuclear,No,,,,78,,,,,
YCR021C,TMD,No,34,Dependent,,332,298,,,,
YCR023C,TMD,No,19,Dependent,,611,592,No,,,Yes
YCR024C,mito,No,,,,492,,,,,
YCR024C-A,TA,No,6,Dependent,No,40,34,,,,
YCR024C-B,Exception,No,,Dependent,,88,,,,,
YCR026C,TMD,No,114,,,742,628,No,,,Yes
YCR027C,Cytonuclear,No,,,,209,,,,,
YCR028C,TMD,No,28,Dependent,,512,484,Yes,129,No,Yes
YCR028C-A,mito,No,,,,135,,,,,
YCR030C,Cytonuclear,No,,,,870,,,,,
YCR031C,Cytonuclear,No,,,,137,,,,,
YCR032W,Cytonuclear,No,,,,2167,,,,,
YCR033W,Cytonuclear,No,,,,1226,,,,,
YCR034W,TMD,No,69,,No,347,278,No,,,Yes
YCR035C,Cytonuclear,No,,,,394,,,,,
YCR036W,Cytonuclear,No,,,,333,,,,,
YCR037C,TMD,No,458,,Yes,923,465,No,,,Yes
YCR038C,Cytonuclear,No,,,,642,,,,,
YCR039C,Cytonuclear,No,,,,210,,,,,
YCR040W,Cytonuclear,No,,,,175,,,,,
YCR041W,Exception,No,,,,110,,,,,
YCR042C,Cytonuclear,No,,,,1407,,,,,
YCR043C,TMD,No,75,,No,127,52,Yes,124,Yes,No
YCR044C,SSTMD,No,3,Independent,Yes,357,354,No,,,Yes
YCR045C,SS,No,5,Independent,,491,486,,,,
YCR046C,mito,No,,,,169,,,,,
YCR047C,Cytonuclear,No,,,,275,,,,,
YCR048W,TMD,No,188,,Yes,610,422,Yes,307,No,Yes
YCR050C,Cytonuclear,No,,,,102,,,,,
YCR051W,Cytonuclear,No,,,,222,,,,,
YCR052W,Cytonuclear,No,,,,483,,,,,
YCR053W,Cytonuclear,No,,,,514,,,,,
YCR054C,Cytonuclear,No,,,,563,,,,,
YCR057C,Cytonuclear,No,,,,923,,,,,
YCR059C,Cytonuclear,No,,,,258,,,,,
YCR060W,Cytonuclear,No,,,,111,,,,,
YCR061W,SSTMD,No,4,,,631,627,No,,,Yes
YCR063W,Cytonuclear,No,,,,157,,,,,
YCR065W,Cytonuclear,No,,,,564,,,,,
YCR066W,Cytonuclear,No,,,,487,,,,,
YCR067C,Exception,No,,,,1065,,,,,
YCR068W,TMD,No,13,Dependent,,520,507,No,,,Yes
YCR069W,Exception,No,,Independent,No,318,,,,,
YCR071C,mito,No,,,,146,,,,,
YCR072C,Cytonuclear,No,,,,515,,,,,
YCR073C,Exception,No,,,,1331,,,,,
YCR073W-A,Cytonuclear,No,,,,315,,,,,
YCR075C,TMD,No,6,Dependent,Yes,260,254,No,,,Yes
YCR075W-A,Cytonuclear,No,,,,75,,,,,
YCR076C,Cytonuclear,No,,,,250,,,,,
YCR077C,Cytonuclear,No,,,,796,,,,,
YCR079W,mito,No,,,,442,,,,,
YCR081W,Cytonuclear,No,,,,1427,,,,,
YCR082W,Cytonuclear,No,,,,128,,,,,
YCR083W,mito,No,,,,127,,,,,
YCR084C,Cytonuclear,No,,,,713,,,,,
YCR086W,Cytonuclear,No,,,,190,,,,,
YCR087C-A,Cytonuclear,No,,,,153,,,,,
YCR088W,Cytonuclear,No,,,,592,,,,,
YCR089W,SS,Yes,4,Independent,,1609,1605,,,,
YCR090C,Cytonuclear,No,,,,182,,,,,
YCR091W,Cytonuclear,No,,,,720,,,,,
YCR092C,Cytonuclear,No,,,,1018,,,,,
YCR093W,Exception,No,,,,2108,,,,,
YCR094W,TMD,No,45,Dependent,No,391,346,No,,,Yes
YCR095C,Cytonuclear,No,,,,362,,,,,
YCR095W-A,Exception,No,,,,52,,,,,
YCR096C,Cytonuclear,No,,,,119,,,,,
YCR097W,Cytonuclear,No,,,,126,,,,,
YCR098C,TMD,No,44,Dependent,,518,474,,,,
YCR099C,Cytonuclear,No,,,,155,,,,,
YCR100C,Cytonuclear,No,,,,316,,,,,
YCR101C,SS,No,3,,,182,179,,,,
YCR102C,Cytonuclear,No,,,,368,,,,,
YCR104W,SS,No,4,Independent,,124,120,,,,
YCR105W,Cytonuclear,No,,,,361,,,,,
YCR106W,Cytonuclear,No,,,,832,,,,,
YCR107W,Cytonuclear,No,,,,356,,,,,
YCR108C,Cytonuclear,No,,,,63,,,,,
YDL001W,TA,No,402,,,430,28,,,,
YDL002C,Cytonuclear,No,,,,203,,,,,
YDL003W,Cytonuclear,No,,,,566,,,,,
YDL004W,Cytonuclear,No,,,,160,,,,,
YDL005C,Cytonuclear,No,,,,431,,,,,
YDL006W,Cytonuclear,No,,,,281,,,,,
YDL007C-A,Exception,No,,,,85,,,,,
YDL007W,Cytonuclear,No,,,,437,,,,,
YDL008W,Cytonuclear,No,,,,165,,,,,
YDL009C,Exception,No,,,,107,,,,,
YDL010W,SS,No,12,Dependent,No,231,219,Yes,75,Yes,Yes
YDL012C,Cytonuclear,No,,,,107,,,,,
YDL013W,Cytonuclear,No,,,,619,,,,,
YDL014W,Cytonuclear,No,,,,327,,,,,
YDL015C,Exception,No,,,Yes,310,,,,,
YDL017W,Cytonuclear,No,,,,507,,,,,
YDL018C,SSTMD,No,4,Independent,No,225,221,Yes,65,Yes,No
YDL019C,Cytonuclear,No,,,,1283,,,,,
YDL020C,Cytonuclear,No,,,,531,,,,,
YDL021W,Exception,No,,,,311,,,,,
YDL022C-A,Cytonuclear,No,,,,82,,,,,
YDL022W,Cytonuclear,No,,,,391,,,,,
YDL024C,SS,No,5,Independent,,468,463,,,,
YDL025C,Cytonuclear,No,,,,620,,,,,
YDL027C,mito,No,,,,420,,,,,
YDL028C,Cytonuclear,No,,,,764,,,,,
YDL029W,Cytonuclear,No,,,,391,,,,,
YDL030W,Cytonuclear,No,,,,530,,,,,
YDL031W,Cytonuclear,No,,,,995,,,,,
YDL033C,mito,No,,,,417,,,,,
YDL035C,TMD,No,57,Dependent,,961,904,Yes,166,No,Yes
YDL036C,Exception,No,,,,462,,,,,
YDL037C,Cytonuclear,No,,,,328,,,,,
YDL039C,Cytonuclear,No,,,,698,,,,,
YDL040C,Cytonuclear,No,,,,854,,,,,
YDL042C,Cytonuclear,No,,,,562,,,,,
YDL043C,Cytonuclear,No,,,,266,,,,,
YDL044C,mito,No,,,,440,,,,,
YDL045C,Cytonuclear,No,,,,306,,,,,
YDL045W-A,mito,No,,,,95,,,,,
YDL046W,SS,No,7,Independent,No,173,166,No,,,Yes
YDL047W,Cytonuclear,No,,,,311,,,,,
YDL048C,mito,No,,,,490,,,,,
YDL049C,SS,No,4,Independent,,268,264,,,,
YDL051W,Cytonuclear,No,,,,275,,,,,
YDL052C,Exception,No,,Independent,No,303,,,,,
YDL053C,Cytonuclear,No,,,,185,,,,,
YDL054C,TMD,No,30,Dependent,,486,456,No,,,Yes
YDL055C,Cytonuclear,No,,,,361,,,,,
YDL056W,Cytonuclear,No,,,,833,,,,,
YDL057W,Cytonuclear,No,,,,328,,,,,
YDL058W,Cytonuclear,No,,,,1790,,,,,
YDL059C,Cytonuclear,No,,,,238,,,,,
YDL060W,Cytonuclear,No,,,,788,,,,,
YDL061C,Cytonuclear,No,,,,56,,,,,
YDL063C,Cytonuclear,No,,,,620,,,,,
YDL064W,Cytonuclear,No,,,,157,,,,,
YDL065C,Cytonuclear,No,,,,342,,,,,
YDL066W,mito,No,,,,428,,,,,
YDL067C,mito,No,,Dependent,No,59,,,,,
YDL069C,Cytonuclear,No,,,,229,,,,,
YDL070W,Exception,No,,,,638,,,,,
YDL072C,TMD,No,6,Dependent,No,203,197,No,,,Yes
YDL073W,Cytonuclear,No,,,,984,,,,,
YDL074C,Cytonuclear,No,,,,700,,,,,
YDL075W,Cytonuclear,No,,,,113,,,,,
YDL076C,Cytonuclear,No,,,,294,,,,,
YDL077C,Cytonuclear,No,,,,1049,,,,,
YDL078C,Exception,No,,,,343,,,,,
YDL079C,Cytonuclear,No,,,,501,,,,,
YDL080C,Cytonuclear,No,,,,609,,,,,
YDL081C,Exception,No,,,,106,,,,,
YDL082W,Cytonuclear,No,,,,199,,,,,
YDL083C,Cytonuclear,No,,,,143,,,,,
YDL084W,Cytonuclear,No,,,,446,,,,,
YDL085C-A,Cytonuclear,No,,,,68,,,,,
YDL085W,Cytonuclear,No,,,,545,,,,,
YDL086W,Cytonuclear,No,,,,273,,,,,
YDL087C,Cytonuclear,No,,,,261,,,,,
YDL088C,Cytonuclear,No,,,,528,,,,,
YDL089W,Exception,No,,,,484,,,,,
YDL090C,Cytonuclear,No,,,,431,,,,,
YDL091C,TMD,No,55,,,455,400,No,,,Yes
YDL092W,Cytonuclear,No,,,,146,,,,,
YDL093W,TMD,No,47,Dependent,Yes,743,696,No,,,Yes
YDL095W,TMD,No,51,Dependent,No,817,766,No,,,Yes
YDL097C,Cytonuclear,No,,,,434,,,,,
YDL098C,Cytonuclear,No,,,,194,,,,,
YDL099W,Cytonuclear,No,,,,341,,,,,
YDL100C,Cytonuclear,No,,,,354,,,,,
YDL101C,Cytonuclear,No,,,,513,,,,,
YDL102W,Cytonuclear,No,,,,1097,,,,,
YDL103C,Cytonuclear,No,,,,477,,,,,
YDL104C,mito,No,,,,407,,,,,
YDL105W,Cytonuclear,No,,,,402,,,,,
YDL106C,Cytonuclear,No,,,,559,,,,,
YDL107W,mito,No,,,,351,,,,,
YDL108W,Cytonuclear,No,,,,306,,,,,
YDL109C,Cytonuclear,No,,,,647,,,,,
YDL110C,Cytonuclear,No,,,,150,,,,,
YDL111C,Cytonuclear,No,,,,265,,,,,
YDL112W,Cytonuclear,No,,,,1436,,,,,
YDL113C,Cytonuclear,No,,,,640,,,,,
YDL114W,Cytonuclear,No,,,,308,,,,,
YDL115C,Cytonuclear,No,,,,353,,,,,
YDL116W,Cytonuclear,No,,,,726,,,,,
YDL117W,Cytonuclear,No,,,,885,,,,,
YDL119C,mito,No,,,,307,,,,,
YDL120W,mito,No,,,,174,,,,,
YDL121C,TMD,No,6,Dependent,No,149,143,Yes,63,Yes,Yes
YDL122W,Exception,No,,,,809,,,,,
YDL123W,Exception,No,,Dependent,No,140,,,,,
YDL124W,Cytonuclear,No,,,,312,,,,,
YDL125C,Cytonuclear,No,,,,158,,,,,
YDL126C,Cytonuclear,No,,,,835,,,,,
YDL127W,Cytonuclear,No,,,,308,,,,,
YDL128W,Exception,No,,Dependent,No,411,,,,,
YDL129W,Cytonuclear,No,,,,291,,,,,
YDL130W,Exception,No,,,,106,,,,,
YDL130W-A,mito,No,,,,86,,,,,
YDL131W,Cytonuclear,No,,,,440,,,,,
YDL132W,Cytonuclear,No,,,,815,,,,,
YDL133C-A,Cytonuclear,No,,,,25,,,,,
YDL133W,TMD,No,268,,,437,169,,,,
YDL134C,Cytonuclear,No,,,,369,,,,,
YDL135C,Cytonuclear,No,,,,202,,,,,
YDL136W,Cytonuclear,No,,,,120,,,,,
YDL137W,Cytonuclear,No,,,,181,,,,,
YDL138W,TMD,No,97,,,763,666,,,,
YDL139C,Cytonuclear,No,,,,223,,,,,
YDL140C,Cytonuclear,No,,,,1733,,,,,
YDL141W,Cytonuclear,No,,,,690,,,,,
YDL142C,mito,No,,,,283,,,,,
YDL143W,Cytonuclear,No,,,,528,,,,,
YDL144C,SS,No,4,,,356,352,,,,
YDL145C,Exception,No,,,,1201,,,,,
YDL146W,Cytonuclear,No,,,,491,,,,,
YDL147W,Cytonuclear,No,,,,445,,,,,
YDL148C,Cytonuclear,No,,,,810,,,,,
YDL149W,Exception,No,,,,997,,,,,
YDL150W,Cytonuclear,No,,,,422,,,,,
YDL153C,Cytonuclear,No,,,,610,,,,,
YDL154W,Cytonuclear,No,,,,901,,,,,
YDL155W,Cytonuclear,No,,,,427,,,,,
YDL156W,Cytonuclear,No,,,,522,,,,,
YDL157C,mito,No,,,,118,,,,,
YDL159W,Cytonuclear,No,,,,515,,,,,
YDL159W-A,Cytonuclear,No,,,,43,,,,,
YDL160C,Cytonuclear,No,,,,506,,,,,
YDL160C-A,Cytonuclear,No,,,,80,,,,,
YDL161W,Cytonuclear,No,,,,454,,,,,
YDL164C,mito,No,,,,755,,,,,
YDL165W,Cytonuclear,No,,,,191,,,,,
YDL166C,Cytonuclear,No,,,,197,,,,,
YDL167C,Cytonuclear,No,,,,719,,,,,
YDL168W,Cytonuclear,No,,,,386,,,,,
YDL169C,Cytonuclear,No,,,,223,,,,,
YDL170W,Cytonuclear,No,,,,528,,,,,
YDL171C,Cytonuclear,No,,,,2145,,,,,
YDL173W,Cytonuclear,No,,,,295,,,,,
YDL174C,mito,No,,,,587,,,,,
YDL175C,Cytonuclear,No,,,,344,,,,,
YDL176W,Cytonuclear,No,,,,708,,,,,
YDL177C,Cytonuclear,No,,,,170,,,,,
YDL178W,mito,No,,,,530,,,,,
YDL179W,Cytonuclear,No,,,,304,,,,,
YDL180W,TMD,No,21,Dependent,,547,526,Yes,114,No,Yes
YDL181W,mito,No,,,,85,,,,,
YDL182W,Cytonuclear,No,,,,428,,,,,
YDL183C,mito,No,,,,320,,,,,
YDL184C,Cytonuclear,No,,,,25,,,,,
YDL185W,Cytonuclear,No,,,,1071,,,,,
YDL186W,Cytonuclear,No,,,,277,,,,,
YDL188C,Cytonuclear,No,,,,377,,,,,
YDL189W,Cytonuclear,No,,,,457,,,,,
YDL190C,Cytonuclear,No,,,,961,,,,,
YDL191W,Cytonuclear,No,,,,120,,,,,
YDL192W,Cytonuclear,No,,,,181,,,,,
YDL193W,TMD,No,97,,No,375,278,Yes,156,Yes,Yes
YDL194W,TMD,No,94,,,884,790,,,,
YDL195W,Cytonuclear,No,,,,1273,,,,,
YDL197C,Cytonuclear,No,,,,525,,,,,
YDL198C,Exception,No,,,,300,,,,,
YDL199C,TMD,No,118,,,687,569,,,,
YDL200C,Cytonuclear,No,,,,188,,,,,
YDL201W,Cytonuclear,No,,,,286,,,,,
YDL202W,mito,No,,,,249,,,,,
YDL203C,Cytonuclear,No,,,,623,,,,,
YDL204W,Exception,No,,Dependent,,393,,,,,
YDL205C,Cytonuclear,No,,,,327,,,,,
YDL206W,TMD,No,6,Dependent,,762,756,,,,
YDL207W,Cytonuclear,No,,,,538,,,,,
YDL208W,Cytonuclear,No,,,,156,,,,,
YDL209C,Cytonuclear,No,,,,339,,,,,
YDL210W,TMD,No,77,,,571,494,,,,
YDL211C,TMD,No,221,,,372,151,,,,
YDL212W,TMD,No,7,Independent,No,210,203,No,,,Yes
YDL213C,Cytonuclear,No,,,,225,,,,,
YDL214C,Cytonuclear,No,,,,699,,,,,
YDL215C,Cytonuclear,No,,,,1092,,,,,
YDL216C,Cytonuclear,No,,,,440,,,,,
YDL217C,TMD,No,46,,,207,161,No,,,No
YDL218W,Exception,No,,Dependent,,317,,,,,
YDL219W,Cytonuclear,No,,,,150,,,,,
YDL220C,Cytonuclear,No,,,,924,,,,,
YDL222C,TMD,No,6,Dependent,,309,303,,,,
YDL223C,Cytonuclear,No,,,,1046,,,,,
YDL224C,Cytonuclear,No,,,,649,,,,,
YDL225W,Exception,No,,,,551,,,,,
YDL226C,Cytonuclear,No,,,,352,,,,,
YDL227C,Cytonuclear,No,,,,586,,,,,
YDL229W,Cytonuclear,No,,,,613,,,,,
YDL230W,Cytonuclear,No,,,,335,,,,,
YDL231C,TMD,No,146,,,1125,979,,,,
YDL232W,TA,No,7,Dependent,No,36,29,,,,
YDL233W,Cytonuclear,No,,,,458,,,,,
YDL234C,Cytonuclear,No,,,,746,,,,,
YDL235C,Cytonuclear,No,,,,167,,,,,
YDL236W,Cytonuclear,No,,,,312,,,,,
YDL237W,SS,No,2,Independent,No,390,388,No,,,Yes
YDL238C,Cytonuclear,No,,,,489,,,,,
YDL239C,Cytonuclear,No,,,,790,,,,,
YDL240W,Cytonuclear,No,,,,1017,,,,,
YDL241W,Cytonuclear,No,,,,123,,,,,
YDL243C,Cytonuclear,No,,,,329,,,,,
YDL244W,Cytonuclear,No,,,,340,,,,,
YDL245C,TMD,No,54,Dependent,,567,513,,,,
YDL246C,Cytonuclear,No,,,,350,,,,,
YDL247W,TMD,No,101,,,609,508,,,,
YDL248W,TMD,No,46,Independent,,383,337,,,,
YDR001C,Cytonuclear,No,,,,751,,,,,
YDR002W,Cytonuclear,No,,,,201,,,,,
YDR003W,TMD,No,38,Dependent,No,210,172,Yes,91,Yes,No
YDR003W-A,Cytonuclear,No,,,,40,,,,,
YDR004W,Cytonuclear,No,,,,460,,,,,
YDR005C,Cytonuclear,No,,,,395,,,,,
YDR006C,Cytonuclear,No,,,,901,,,,,
YDR007W,Cytonuclear,No,,,,224,,,,,
YDR009W,Cytonuclear,No,,,,520,,,,,
YDR011W,Exception,No,,,Yes,1501,,,,,
YDR012W,Cytonuclear,No,,,,362,,,,,
YDR013W,Cytonuclear,No,,,,208,,,,,
YDR014W,Cytonuclear,No,,,,647,,,,,
YDR014W-A,Cytonuclear,No,,,,162,,,,,
YDR016C,Cytonuclear,No,,,,94,,,,,
YDR017C,Cytonuclear,No,,,,1050,,,,,
YDR018C,TMD,No,28,Dependent,,396,368,,,,
YDR019C,mito,No,,,,400,,,,,
YDR020C,Exception,No,,,,232,,,,,
YDR021W,Cytonuclear,No,,,,399,,,,,
YDR022C,Cytonuclear,No,,,,196,,,,,
YDR023W,Cytonuclear,No,,,,462,,,,,
YDR025W,Cytonuclear,No,,,,156,,,,,
YDR026C,Cytonuclear,No,,,,570,,,,,
YDR027C,Cytonuclear,No,,,,889,,,,,
YDR028C,Cytonuclear,No,,,,1014,,,,,
YDR030C,Cytonuclear,No,,,,506,,,,,
YDR031W,Cytonuclear,No,,,,121,,,,,
YDR032C,Exception,No,,,,198,,,,,
YDR033W,TMD,No,35,Dependent,No,320,285,Yes,90,No,Yes
YDR034C,Cytonuclear,No,,,,790,,,,,
YDR034C-A,Exception,No,,,,58,,,,,
YDR034C-C,Cytonuclear,No,,,,438,,,,,
YDR034C-D,Cytonuclear,No,,,,1770,,,,,
YDR034W-B,Cytonuclear,No,,,,51,,,,,
YDR035W,Cytonuclear,No,,,,370,,,,,
YDR036C,mito,No,,,,500,,,,,
YDR037W,Cytonuclear,No,,,,591,,,,,
YDR038C,TMD,No,65,,,1091,1026,,,,
YDR039C,TMD,No,65,,,1091,1026,,,,
YDR040C,TMD,No,65,,,1091,1026,,,,
YDR041W,mito,No,,,,203,,,,,
YDR042C,Exception,No,,,,200,,,,,
YDR043C,Cytonuclear,No,,,,231,,,,,
YDR044W,Cytonuclear,No,,,,328,,,,,
YDR045C,Cytonuclear,No,,,,110,,,,,
YDR046C,TMD,No,94,,Yes,604,510,Yes,199,No,Yes
YDR047W,Cytonuclear,No,,,,362,,,,,
YDR049W,Cytonuclear,No,,,,632,,,,,
YDR050C,Cytonuclear,No,,,,248,,,,,
YDR051C,Cytonuclear,No,,,,334,,,,,
YDR052C,Cytonuclear,No,,,,704,,,,,
YDR054C,Cytonuclear,No,,,,295,,,,,
YDR055W,SS,Yes,3,Independent,Yes,444,441,No,,,Yes
YDR056C,SS,No,5,Independent,No,205,200,No,,,Yes
YDR057W,SS,No,8,Independent,,542,534,No,,,Yes
YDR058C,Cytonuclear,No,,,,326,,,,,
YDR059C,Cytonuclear,No,,,,148,,,,,
YDR060W,Exception,No,,,,1025,,,,,
YDR061W,mito,No,,,,539,,,,,
YDR062W,Exception,No,,Dependent,No,561,,,,,
YDR063W,Cytonuclear,No,,,,149,,,,,
YDR064W,Cytonuclear,No,,,,151,,,,,
YDR065W,mito,No,,,,365,,,,,
YDR066C,Cytonuclear,No,,,,196,,,,,
YDR067C,Cytonuclear,No,,,,224,,,,,
YDR068W,Cytonuclear,No,,,,310,,,,,
YDR069C,Cytonuclear,No,,,,926,,,,,
YDR070C,mito,No,,,,93,,,,,
YDR071C,Cytonuclear,No,,,,191,,,,,
YDR072C,TMD,No,23,Dependent,Yes,527,504,No,,,Yes
YDR073W,Cytonuclear,No,,,,169,,,,,
YDR074W,Cytonuclear,No,,,,896,,,,,
YDR075W,Cytonuclear,No,,,,308,,,,,
YDR076W,Cytonuclear,No,,,,406,,,,,
YDR077W,SS,Yes,3,Independent,Yes,338,335,,,,
YDR078C,Cytonuclear,No,,,,223,,,,,
YDR079C-A,Cytonuclear,No,,,,72,,,,,
YDR079W,mito,No,,,,111,,,,,
YDR080W,Cytonuclear,No,,,,992,,,,,
YDR081C,Cytonuclear,No,,,,925,,,,,
YDR082W,Cytonuclear,No,,,,494,,,,,
YDR083W,Cytonuclear,No,,,,392,,,,,
YDR084C,Exception,No,,Dependent,No,199,,,,,
YDR085C,Cytonuclear,No,,,,620,,,,,
YDR086C,TA,No,51,,No,80,29,,,,
YDR087C,Cytonuclear,No,,,,278,,,,,
YDR088C,Cytonuclear,No,,,,382,,,,,
YDR089W,TMD,No,773,,,869,96,Yes,847,No,No
YDR090C,TMD,No,6,Dependent,No,310,304,Yes,94,No,Yes
YDR091C,Cytonuclear,No,,,,608,,,,,
YDR092W,Cytonuclear,No,,,,153,,,,,
YDR093W,Exception,No,,,,1612,,,,,
YDR096W,Cytonuclear,No,,,,894,,,,,
YDR097C,Cytonuclear,No,,,,1242,,,,,
YDR098C,Cytonuclear,No,,,,285,,,,,
YDR098C-A,Cytonuclear,No,,,,440,,,,,
YDR098C-B,Cytonuclear,No,,,,1755,,,,,
YDR099W,Cytonuclear,No,,,,273,,,,,
YDR100W,Exception,No,,Dependent,No,143,,,,,
YDR101C,Cytonuclear,No,,,,593,,,,,
YDR103W,Cytonuclear,No,,,,917,,,,,
YDR104C,Exception,No,,,,1245,,,,,
YDR105C,Exception,No,,Dependent,Yes,473,,,,,
YDR106W,Cytonuclear,No,,,,284,,,,,
YDR107C,SSTMD,No,4,Independent,Yes,672,668,No,,,Yes
YDR108W,Cytonuclear,No,,,,698,,,,,
YDR109C,Cytonuclear,No,,,,715,,,,,
YDR110W,Cytonuclear,No,,,,566,,,,,
YDR111C,Cytonuclear,No,,,,507,,,,,
YDR113C,Cytonuclear,No,,,,373,,,,,
YDR114C,Exception,No,,,,100,,,,,
YDR115W,mito,No,,,,105,,,,,
YDR116C,mito,No,,,,285,,,,,
YDR117C,Cytonuclear,No,,,,565,,,,,
YDR118W,Cytonuclear,No,,,,652,,,,,
YDR119W,TMD,No,254,,No,768,514,No,,,Yes
YDR119W-A,TA,No,39,Independent,,66,27,,,,
YDR120C,Cytonuclear,No,,,,570,,,,,
YDR121W,Cytonuclear,No,,,,196,,,,,
YDR122W,Cytonuclear,No,,,,1064,,,,,
YDR123C,Cytonuclear,No,,,,304,,,,,
YDR124W,Cytonuclear,No,,,,324,,,,,
YDR125C,mito,No,,,,453,,,,,
YDR126W,Exception,No,,Dependent,,336,,,,,
YDR127W,Cytonuclear,No,,,,1588,,,,,
YDR128W,Cytonuclear,No,,,,1148,,,,,
YDR129C,Cytonuclear,No,,,,642,,,,,
YDR130C,Cytonuclear,No,,,,291,,,,,
YDR131C,Cytonuclear,No,,,,556,,,,,
YDR132C,Cytonuclear,No,,,,495,,,,,
YDR135C,TMD,No,30,Dependent,No,1515,1485,Yes,173,No,Yes
YDR137W,Cytonuclear,No,,,,663,,,,,
YDR138W,Cytonuclear,No,,,,752,,,,,
YDR139C,Cytonuclear,No,,,,77,,,,,
YDR140W,Cytonuclear,No,,,,221,,,,,
YDR141C,Exception,No,,,,1698,,,,,
YDR142C,Cytonuclear,No,,,,375,,,,,
YDR143C,Cytonuclear,No,,,,610,,,,,
YDR144C,SS,Yes,3,Independent,Yes,596,593,No,,,Yes
YDR145W,Cytonuclear,No,,,,539,,,,,
YDR146C,Cytonuclear,No,,,,709,,,,,
YDR147W,Cytonuclear,No,,,,534,,,,,
YDR148C,mito,No,,,,463,,,,,
YDR150W,Cytonuclear,No,,,,2748,,,,,
