uniprot,gene,name
P04255,ZK131.5; ZK131.9; F35H10.11; F17E9.9; F08G2.1,his-11; his-15; his-29; his-34; his-44
Q9XUS2,K08E3.8,mdt-29
G5ECQ2,F27E11.3,cfz-2
Q09509,F25B5.6,
O02298,T04D3.4,gcy-35
O01592,R08E5.2,cysl-3
G5EBR8,F53B2.3,eak-4
Q9BL02,Y54F10AM.4,ceh-44
Q9XW87,Y75B8A.4,lonp-2
O17680,C49F5.1,sams-1
P34886,F16F9.5,mec-10
Q22227,T05C12.6,mig-5
P34466,F55H2.6,clu-1
Q86NG3,K10B2.3,clec-88
P34308,C06G4.2,clp-1
Q27218,F09E8.7,lev-1
O01503,C37A2.6,
Q95XR4,Y39G10AR.10,epg-2
Q9XWI6,Y54E2A.11,eif-3.B
P49594,T19C3.8,fem-2
P17221,F35D6.1,fem-1
P34517,K11H3.1,gpdh-2
G5EGA6,F54F3.4,dhrs-4
Q22111,T02G5.13,mmaa-1
Q09453,C09G5.1/C09G5.9,ggr-1
P52016,D1009.2,cyn-8
Q11095,C02B8.5,frpr-1
P34478,F58A4.11,gei-13
P52717,F41C3.5,ctsa-1.1
O02100,C18E3.8,hop-1
Q23495,ZK430.1,toe-1
Q20140,F38B2.4,
P90835,F13G3.9,mif-3
Q21882,R09H10.3,
Q20052,F35G12.9,apc-11
Q9N359,Y55F3AM.15,csn-4
G5ED41,Y102A5A.1,cand-1
Q22067,T01C8.5,got-1.2
P41932,M117.2,par-5
Q20907,F56H9.3,gpa-8
Q9NAL4,Y113G7B.18,mdt-17
O01634,ZK770.3,inx-12
Q03345,F36H1.4,lin-3
Q10453,F45E1.6,his-71
O17237,K10B4.3,
Q09527,E02H1.6,
P10038,C08C3.3,mab-5
Q27886,E01A2.3,lin-44
O44578,ZK697.8,
P34346,C29E4.8,let-754
O62136,F07A5.1,inx-14
O01501,C37A2.4,cye-1
Q17423,B0024.8,che-12
Q21122,K02B2.1,pfkb-1.2
P34751,ZK829.2,hdl-1
D0PV95,Y71H2AM.19,laf-1
P80361,C15F1.4,eif-2Bgamma
Q23651,ZK863.3,elpc-3
Q93341,C36B1.7,dhfr-1
Q17427,B0024.12,gna-1
Q10663,C05E4.9,icl-1
P90895,F57F5.2,gcy-33
Q9GYQ4,C49H3.1,gcy-8
O45679,K10H10.2,cysl-2
Q20230,F40F8.1,
A6ZJ71,F40F11.2,mig-38
Q3Y416,C05H8.1,ckk-1
O61235,Y54G11A.6,ctl-1
Q17802,C07G2.1,cpg-1
O44400,F37C4.5,
Q8TA83,F22B7.5,dnj-10
Q10028,R134.1,gcy-3
Q94361,W10D5.3,gei-17
Q9XX47,Y38H6C.14,famh-161
Q03560,B0464.2,ctr-9
Q23125,W02B12.9,mfn-1
P34595,ZC262.3,iglr-2
O17583,C09H6.2,lin-10
O02042,T23C6.1,mdt-1.2
Q9N4G4,Y71F9B.10,sop-3
P34563,T05G5.10,iff-1
Q18932,D1022.8,cah-2
P34425,F44B9.4,cit-1.1
Q9NHC3,Y41D4B.13,ced-2
O02328,T23D8.4,eif-3.C
Q09263,C32D5.3,efr-3
G5EET6,Y55D9A.1,efa-6
Q6RYS9,T14E8.3,dop-3
Q19020,T21E12.4,dhc-1
P34383,F02A9.3,far-2
Q19706,F22B5.2,eif-3.G
Q8MPY9,R173.4,flp-26
Q10024,K06A1.6,dgk-5
O16580,C33C12.3,gba-1
P19974,E04A4.7,cyc-2.1
P27420,C15H9.6,hsp-3
Q8I113,R166.5,mnk-1
Q10120,ZK632.13,lin-52
Q8I7M8,C07G1.3,pct-1
Q7YWX9,K09E4.6,cpg-7
Q22707,T23G7.5,pir-1
P04970,T09F3.3,gpd-1
Q21106,ZK1251.9,dcaf-1
O18276,ZC482.1,gab-1
P52013,F31C3.1,cyn-5
P91420,T03F1.5,gsp-4
P50432,C05D11.11,mel-32
G5EGA9,Y44A6D.4,sdf-9
Q11179,C05D10.2,mapk-15
Q22638,T21C9.1,mics-1
Q22018,R53.2,dtmk-1
Q27365,ZK678.1,lin-15A
O02640,F20H11.3,mdh-2
Q19503,F17A2.5,ceh-40
Q23658,ZK897.1,unc-31
P04630,C13C12.1,cal-1
P32756,ZC416.8,cha-1
P53703,T06D8.6,cchl-1
Q9GYL2,R04E5.2,cnnm-2
Q21920,R11A8.7,mask-1
G5EG88,5E130 F59B1.9,acr-23
G5EGC4,C50F2.9,abf-1
Q22851,T28F4.2,asic-2
G5EFP5,F59E12.13,fut-3
Q94251,K04A8.6,dre-1
Q9UB00,Y4C6B.6,gba-4
Q10130,F56D1.5,dhs-5
P34497,K03H1.1,gln-2
P90947,R13H4.4,hmp-1
Q21389,K09C8.4,lge-1
Q21489,M03C11.2,chl-1
Q09602,R06F6.6,ceh-62
W6RTA4,F45E4.3,cla-1
P41996,B0280.5,cpg-2
Q9N425,Y38C1AA.2,csn-3
Q95XP7,Y67D8C.8,cpg-9
G5EGA3,F42H11.2,lem-3
Q18812,C53D6.3,acc-2
P0DM41,T04C12.6,act-1
P10984,T04C12.5,act-2
P38433,W09B12.1,ace-1
G5ECG2,F29G9.4,fos-1
Q09413,R03D7.4,tceb-3
O16299,F32D1.1,figl-1
Q22799,T26A5.9,dlc-1
Q5CZ37,ZK265.9,fitm-2
G5EC63,Y54E5A.1,ttm-5
P91406,R57.1,gcp-2.1
Q9NL29,H30A04.1,eat-20
Q18406,C33H5.9,sec-10
Q09216,B0495.7,
P55163,F28D1.10,gex-3
Q09522,E02H1.1,
Q9TZM3,T27C10.6,lrk-1
G5EFH1,F56F3.6,ins-17
O16228,C49G7.11,djr-1.2
Q19192,F46C3.1,pek-1
O45293,Y66A7A.6,gly-8
Q9U1Q0,Y87G2A.11,eipr-1
Q10039,T10F2.1,gars-1
Q95ZV7,F11D5.3,ddr-2
Q19038,E02H4.1,del-1
Q20701,F53B1.7,gpa-5
P22454,F38E1.5,gpa-2
Q04457,R12A1.4,ges-1
P45442,Y73C8B.4,lag-2
Q19289,F10C1.2,ifb-1
Q19286,F10C1.7,ifb-2
O45168,F37B4.2,ifc-1
Q10006,T15H9.2,hal-3
Q21067,M6.1,ifc-2
P34275,C02D5.1,acdh-6
Q19782,F25E2.4,ifd-2
Q20898,F56F3.1,ifet-1
Q18823,C54D1.5,lam-2
Q967F4,W02B9.1,hmr-1
P49029,R09B3.5,mag-1
Q8WQ99,Y106G6E.6,csnk-1
Q23628,ZK836.1,lon-3
P50306,C06E7.3,sams-4
P34537,R05D3.4,rfp-1
P53439,C33H5.18,cdgs-1
P34686,M106.5,cap-2
Q95ZW1,F08F8.8,gos-28
P34529,K12H4.8,dcr-1
Q22682,T22E5.2,glt-4
G5EGH7,Y59A8B.20,lon-8
Q27527,T21B10.2,enol-1
Q86C56,T07D1.1,gcy-31
Q09637,T27D1.1,cyn-9
Q95Q27,Y39A1A.23,hpr-9
P34891,M176.6,kin-15
Q9NAG4,Y48C3A.7,mac-1
Q9U2D9,Y46G5A.31,gsy-1
P50305,C06E7.1,sams-3
Q27876,B0035.8; F54E12.4; F55G1.3; H02I12.6,his-48; his-58; his-62; his-66
Q9XUB2,W02A2.7,mex-5
Q23357,ZC504.3,cdk-11.2
Q9GUM7,Y73E7A.4,cpx-1
P34685,D2024.6,cap-1
O01835,B0414.5,cpb-3
Q9U1Y5,Y60A3A.12,chk-2
Q9N5M6,H12I13.4,fbf-1
O17736,D2085.4,etc-1
G5ECU7,T24H10.7,1-Jun
P45966,T09A5.6,mdt-10
P90901,F38B2.1,ifa-1
Q09582,R03D7.1,metr-1
Q9XXD1,Y48A6B.6,kvs-4
P08898,T10C6.13; F45F2.13; ZK131.3; ZK131.7; K06C4.5; ZK131.2; K06C4.13; F17E9.10; F08G2.3; B0035.10; F07B7.5; F54E12.1; F55G1.2; F22B3.2,his-2; his-6; his-9; his-13; his-17; his-25; his-27; his-32; his-42; his-45; his-49; his-55; his-59; his-63
Q19375,F13B12.1,
Q21642,R02E12.6,hrg-1
P52887,C08H9.3,algn-8
Q20432,F45E12.1,cnep-1
H2KZ86,C37H5.3,abhd-5.2
Q09445,C04A2.1,tbc-6
O01704,F12F6.3,rib-1
O61924,C18G1.2,elt-7
A0FLQ6,W03A3.2,polq-1
Q19262,F09E5.5,sec-6
Q21253,K06A4.3,gsnl-1
P30627,ZK637.13,glb-1
O44326,K05C4.6,hmp-2
P42168,C03C10.1,kin-19
O62246,F45G2.4,cope-1
Q9U2M1,Y39A1B.3,dpy-28
Q9XTG7,F28H6.1,akt-2
P34629,ZK353.6,lap-1
Q18008,C15B12.6,actl-1
P34807,T22B3.1,dpy-20
Q9TYK1,Y66H1A.4,
G5EGE9,C25G4.5,dpy-26
Q95QJ7,F22B7.13,gpr-1
Q22720,T24C12.2,gap-1
Q21751,R05G6.6,glt-6
Q95QT8,C27H5.7,dyf-13
Q21955,R12B2.5,mdt-15
P53795,F21C3.3,hint-1
O16305,T21H3.3,cmd-1
Q9NEQ0,Y67H2A.8,fat-1
O16520,T05H4.6,erfa-1
G5EF48,Y63D3A.8,fld-1
Q21629,R01H2.3,egg-2
Q18163,C25F6.4,ddr-1
O62327,R05H10.5,gpx-2
Q18223,C26E6.5,fsn-1
Q93650,F30F8.2,glna-3
G5EEQ9,C14C10.6,erg-28
Q18286,C28G1.3,sec-15
P90754,C27A7.1,
Q18434,C34D1.3,odr-3
O44518,F56A11.1,gex-2
Q9XXH8,Y17G7B.15,cnt-1
P45968,T09A5.8,cec-3
Q21209,K04C2.4,brd-1
Q10943,B0336.2,arf-1.2
Q21480,M03A8.2,atg-2
Q9N587,Y110A7A.3,unc-63
Q95Y36,Y108G3AL.3,cfap-36
Q23534,ZK563.6,acp-1
O76584,C16A11.1,gpa-11
Q11177,C04F6.5,dhs-27
Q9XWD6,Y47H9C.4,ced-1
Q09226,C08B11.8,algn-6
P30640,R08D7.1,
O45686,K11D2.2,asah-1
P35602,K11D2.3,unc-101
Q9XUY5,F55F3.3,nkb-3
Q3V5I7,Y71G12B.12,atg-5
G5EDW1,VW02B12L.4,adbp-1
P48181,T08G11.5,unc-29
Q9XVV5,F28D1.11,dpm-3
Q9XWV7,Y37D8A.15,flp-14
Q7YX32,F15D4.8,flp-16
Q17990,C14F11.3,lite-1
O44952,C34B2.6,lonp-1
Q27395,ZK662.4,lin-15B
Q19319,F25F2.2,cdh-4
G4RT11,B0511.9,cdc-26
Q20646,F52B5.5,cep-1
Q9GS00,Y59A8A.1,csn-1
Q21054,F59G1.1,cgt-3
G5EG11,T13F2.1,fat-4
Q27474,C29A12.3,lig-1
O61820,B0511.10,eif-3.E
Q965S8,Y74C10AR.1,eif-3.I
Q9GRZ3,Y59A8B.1,dpy-21
Q21944,R11F4.1,
Q18801,C53B4.7,bre-1
G5EEE9,T26C12.4,gcy-23
P52010,ZK520.5,cyn-2
Q23682,ZK970.6,gcy-5
O01700,F33E2.2,dlk-1
Q9N4V0,Y48D7A.2,flp-18
Q9BIG4,C55H1.2,gpa-10
P41950,D1044.2,dex-1
A3QMC6,C42C1.15,erl-1
O45244,C04H5.6,mog-4
G5EGP8,F32B5.8,cpz-1
Q9U3D6,H15N14.1,adr-1
P90866,F39H11.3,cdk-8
Q19972,F32E10.2,cec-4
Q10653,ZC168.4,cyb-1
Q22431,T12E12.1,ari-2
G5EGL9,C44B7.3,aff-1
Q09388,F47D12.1,gar-2
Q95ZJ1,Y39E4B.12,gly-5
P41941,B0272.2,memb-1
P90994,B0432.2,djr-1.1
Q18967,D2013.7,eif-3.F
Q17389,D2045.6,cul-1
Q93246,C18B12.3,dsc-1
Q23639,ZK856.1,cul-5
H2KZK4,F36D4.5,
Q9XWC2,Y73F4A.1,
Q27489,E03A3.3,his-69
Q09260,C32A3.1,sel-8
Q10007,T15H9.3,hlh-6
P34696,T27E4.8; T27E4.2,hsp-16.1; hsp-16.11
Q93873,K09A9.5,gas-1
O76371,F56H1.4,rpt-5
O18054,T06G6.9,pfd-3
Q09297,EEED8.8,ndx-6
P17343,F13D12.7,gpb-1
P49958,C14B1.5,dph-1
O18282,ZK1010.3,frg-1
Q19542,F18C12.1,che-3
O17919,K01G5.5,
Q09500,C41C4.7,ctns-1
Q20751,F54C9.1,iff-2
P41849,T20B12.9,lgc-50
Q93714,F43G9.1,idha-1
D5MCN2,R144.7,larp-1
P34480,F59B2.3,
Q21219,K04E7.2,pept-1
G5EDP2,Y57A10C.6,daf-22
G5EBV6,C18G1.4,pgl-3
Q9XXA7,H38K22.3,tag-131
Q19980,F32G8.6,cat-4
Q09555,F33H1.1,daf-19
P17331,F33H1.2,gpd-4
Q21353,K08F4.4,glt-3
Q09373,ZK177.6,fzy-1
Q03755,C47G2.1,cut-1
O16374,M03F8.4,galt-1
Q5ZR76,C10F3.4,mcp-1
O17058,C24A1.1,flp-24
P34465,F55H2.5,
Q09240,C28F5.2,glb-9
Q18053,C17C3.8,hlh-26
Q19266,F09E5.1,pkc-3
P24612,T01C8.7,mec-4
P34385,F02A9.10,
Q22812,T26C11.7,ceh-39
Q20849,F55G1.4,rod-1
Q9N5Z2,C09E7.3,oig-1
O01991,F42A10.4,efk-1
H2KYS3,T13C5.1,daf-9
Q19087,F01F1.9,dnpp-1
P13508,F02A9.6,glp-1
Q9XTB5,W01G7.5,lem-2
P34544,R05D3.11,met-2
Q93442,K08F8.6,let-19
Q03570,C38C10.5,rgr-1
Q09440,C08B11.2,hda-2
Q9N337,Y57E12AL.5,mdt-6
P90953,T01D3.2,hlh-34
G5EBL2,F54F7.5,mes-1
Q20318,F42A9.2,lin-49
G5EGM1,EGAP1.3,zmp-1
Q21815,R07E4.4,mig-23
P91276,F26B1.3,ima-2
Q9TZI1,T10B11.2,cerk-1
A5Z2X3,F08A8.5,
Q09562,F47D12.5,gadr-3
Q21557,M18.2,dlc-2
P34422,F44B9.1,dpf-6
Q18892,C56C10.12,epg-5
P34678,ZK688.8,gly-3
Q8I136,Y116F11B.12,gly-4
Q18677,C47E12.8,dhp-2
Q23405,ZK1127.11,him-14
Q21049,F59F5.6,syd-2
Q21997,R151.6,
Q27532,W05B10.1,his-74
P90859,F26E4.11,hrdl-1
Q7YTM7,F36H1.10,hrg-6
Q21307,K08A8.1,mek-1
U4PR86,W03G1.6,pig-1
Q03599,F54G8.1,irld-34
Q23157,W04D2.3,inx-11
Q9U3K5,F08G12.10,inx-2
B7FAS0,Y51H1A.6,mcd-1
Q94398,ZK265.4,ceh-8
Q11185,C05D11.5,
O16368,F29G9.5,rpt-2
Q22555,T19A5.4,nhr-44
Q9TXJ1,T27B7.1,nhr-59
O17928,K06B4.2,nhr-52
G5EDZ9,K08B4.6,cpi-1
P34687,F36A4.10,col-34
Q966L8,C55B7.12,che-1
Q09236,C13B9.3,copd-1
Q18885,C56C10.8,icd-1
P41958,T07C4.8,ced-9
Q18726,C50B8.3,nuaf-1
H2L0H3,R08C7.2,chat-1
G5EFV5,Y39G10AL.3,cdk-7
Q9N3Q4,Y48G1BL.2,atm-1
Q23498,ZK455.4,asm-2
Q23681,ZK970.5,gcy-4
P52715,F13D12.6,ctsa-1.2
Q21346,K08E7.7,cul-6
O61466,C03G5.7,flp-5
Q17339,T23G11.3,gld-1
Q22640,T21C9.4,erh-1
Q9NAE2,Y51H4A.7,
P19626,C36E6.5,mlc-2
Q9NH52,Y2H9A.1,mes-4
P20269,C16C2.1,ceh-5
Q23536,ZK593.6,lgg-2
Q966I0,M02H5.6,nhr-98
P35449,ZK822.3,nhx-9
Q07750,C38C3.5,unc-60
Q95XD3,Y73B6BL.30,blos-2
Q09543,F48E8.5,paa-1
Q19341,K06A4.5,haao-1
G5EDR3,F26E4.1,sur-6
Q8MLZ5,ZK899.8,gap-2
Q20496,F46H6.1,rhi-1
Q19743,F22F1.1,hil-3
Q10454,F46H5.3,
P34569,T16H12.6,kel-10
P14585,R107.8,lin-12
Q9N5A1,Y104H12D.1,mdt-20
O17514,R06A4.7,mes-2
O62446,Y43F4A.1,
Q20471,F46F2.2,kin-20
Q9XUC2,T28F3.6,ifta-2
P20268,K02B12.1,ceh-6
G5EBI4,K02F3.6,ceeh-1
Q9XVS3,C25A1.8,clec-87
P54246,K03F8.2,acr-5
O16216,F17A9.2,
P30632,ZK637.5,asna-1
Q17938,C12D8.5,daf-36
Q09537,F19C6.1,grk-1
Q9N3T2,Y47G6A.8,crn-1
Q17390,ZK520.4,cul-2
Q7YTU4,Y105E8B.8,ero-1
Q27511,R08C7.3,htz-1
Q21734,T01H8.1,rskn-1
Q95XZ6,Y43H11AL.2,laat-1
O17645,C34F6.4,hst-2
Q21123,K02B2.4,inx-7
P56407,Y65B4BR.9,ceh-9
Q11184,C05D11.4,let-756
Q11174,C04F6.3,cht-1
Q9XW12,Y18D10A.9,
Q965W1,Y40B10A.1,lbp-9
Q09313,F25B5.1,dct-6
G5EFZ1,F57B10.3,ipgm-1
P41931,K11C4.4,odc-1
O17087,ZC308.1,gld-2
A5JYX5,T02E1.5,dhs-3
Q17688,C06A6.5,erp-44.2
O61787,R12E2.5,inx-16
Q23027,R09F10.4,inx-5
P20271,F46C8.5,ceh-14
Q9XXD4,Y48A6B.3,
P32740,R107.2,
Q02332,ZK370.5,pdhk-2
Q10459,F38E1.7,mom-2
P34676,ZK688.6,pcp-5
O17894,F56A12.1,unc-39
P41934,ZC64.3,ceh-18
Q23430,ZK1251.2,ins-7
G5EBK1,K09C8.1,pbo-4
O16966,T01G6.4,nhr-106
O16662,T27B7.4,nhr-115
O18087,T13F3.3,nhr-127
Q09535,F10B5.5,pch-2
O16361,F44C8.2,nhr-134
O01930,C13C4.3,nhr-136
Q9XVR8,C25A1.6,nola-3
Q21701,R04B5.4,nhr-12
O16360,F44C8.3,nhr-18
Q21878,R09G11.2,nhr-1
Q09644,ZK1128.1,
G5EFM9,F19H6.1,nekl-3
O45830,T26E3.2,ndx-1
O17972,M28.7,nph-1
P84199,D1044.8,nekl-4
Q93725,F45H11.2,ned-8
Q21006,F58G6.5,nhr-34
Q21738,R05D11.6,paxt-1
Q9N4B8,Y104H12A.1/Y77E11A.5,nhr-41
Q10051,T10F2.4,prp-19
O02279,Y67A6A.2,nhr-62
P34712,K08E7.9,pgp-1
P34713,ZK455.7,pgp-3
Q20765,F54D1.4,nhr-7
Q20939,F57B9.1,
Q966B0,Y50D4B.3,
Q17958,C14A4.11,ccm-3
Q23243,ZC155.3,morc-1
Q19951,F32A5.6,prx-13
G5EEH9,ZK328.5,npp-10
P90789,D2030.4,
Q22329,T07H6.2,mom-1
Q21029,F59A6.1,nsy-1
Q20845,F55G1.8,plk-3
Q4R128,F39C12.4,ntc-1
Q23519,ZK546.6,msp-152
P48162,F55D10.2,rpl-25.1
P24885,MTCE.3,nduo-6
Q9GR61,Y37E3.3,rpb-10
Q9XVP0,F36A2.6,rps-15
O44628,F16B4.8,cdc-25.2
P91914,C53H9.1,rpl-27
O61742,B0205.3,rpn-10
P24895,MTCE.34,nduo-3
Q09357,ZK1128.2,mett-10
O02365,W10G6.3,mua-6
H9G301,F28F8.5,mdt-28
P90900,K05B2.3,ifa-4
Q86DC6,R04E5.10,ifd-1
P90916,K07A1.12,lin-53
G5EGD2,F38A6.3,hif-1
Q09436,AH6.5,mex-6
Q95QD7,JC8.6,lin-54
P10771,M163.3,his-24
H2KZ49,T10B11.7,hrde-4
Q18169,C25G4.2,
Q95XQ8,Y39G10AR.14,mcm-4
P46557,B0285.7,mnp-1
Q22687,T22H6.1,ilc-17.1
P34663,ZK652.5,ceh-23
Q23175,W05E10.3,ceh-32
P56174,ZK84.6,ins-6
Q09580,M106.4,gmps-1
Q19131,F07A11.3,npp-5
Q09638,T27D1.3,npr-15
Q09372,ZK177.4,npp-24
Q21432,K11G12.1,nas-11
G5EGJ5,B0244.2,ida-1
Q17778,C07B5.5,nuc-1
Q09251,C16C10.5,rnf-121
G5EE01,T07A9.6,daf-18
Q21775,R06C7.6,
O61199,T22B11.5,ogdh-1
O76577,K07D4.3,rpn-11
O44552,K06A5.7,cdc-25.1
Q21735,R05D11.3,ran-4
O18216,Y53C12B.2,pno-1
Q9BL07,Y54F10AM.8,
Q94124,K03D3.10,rac-2
Q9N2L7,Y71F9B.7,plk-2
O17586,C15H11.7,pas-1
G5EBH0,B0348.4,egl-8
Q95X35,B0511.13,mppe-1
Q17428,B0024.13,
Q9U539,F52F12.1,1-Oct
Q9NHZ6,ZK484.1,oaz-1
Q93348,C36F7.1,irx-1
Q21355,K08F4.7,gst-4
Q21507,M04D8.1,ins-21
Q09626,ZK75.1,ins-4
O62415,Y22F5A.4,lys-1
Q93373,C44H4.2,let-4
Q9N2U6,Y97E10AR.7,lmtr-2
Q9XW13,Y18D10A.8,mxt-1
Q09451,C05C10.4,pho-11
Q10944,B0361.7,pho-5
Q20085,F35H8.7,wee-1.1
Q19857,F28C1.3,
Q8I0P7,E01F3.1,pde-3
Q18990,D2085.1,pyr-1
Q22267,T06E8.1,acl-2
Q22037,F42A6.7,hrp-1
O17405,F09G2.8,
Q09607,R07B1.4,gst-36
Q95QA6,T17H7.4,pat-12
P34446,F54F2.1,pat-2
Q20069,F35H10.7,nprl-3
Q9XVS4,C25A1.10,dao-5
Q93169,C01G10.9,
Q18359,C33A12.1,
P41991,Y46G5A.27,pes-10
Q93841,F59F4.4,acl-1
P24896,MTCE.35,nduo-5
Q21653,R02F2.2/R02F2.3,osg-1
Q09298,EEED8.9,pink-1
O44199,T04H1.4,rad-50
P34630,ZK353.7,cutc-1
P90795,T25G3.4,
O44616,R09B5.11,
P41938,B0272.3,
Q27522,T13A10.11,sams-5
P34470,F58A4.3,hcp-3
G5EDA5,F58D5.4,ksr-2
P34647,ZK632.1,mcm-6
O61967,F26D11.11,let-413
G5EFC3,R07A4.1,egl-36
Q23523,ZK546.13,mdt-4
Q10026,T28D9.9,lido-16
Q23541,ZK593.4,rbr-2
G5EBU3,C31B8.8,zmp-3
O45551,F53A2.6,ife-1
Q95Q62,C46H11.4,lfe-2
Q19720,F22D3.1,ceh-38
P49583,F08C6.2,
Q9NES8,Y39B6A.2,pph-5
H2L0G5,Y110A2AL.8,ptc-3
Q19791,F25H8.3,gon-1
Q09165,K07E12.1,dig-1
P91193,D2092.5,maco-1
P34808,T01G9.5,mei-1
G5EG51,T01E8.5,nrde-2
P91851,F26H9.4,nmat-2
Q21276,K07C5.4,nol-56
Q09345,R144.2,pcf-11
Q09496,C34C12.3,pph-6
Q9U3B6,K09B11.2,nol-9
Q22949,F08F3.2,acl-6
P34650,ZK632.4,
Q8WR51,K10G9.3,pad-2
Q09629,ZK673.2,
Q9GYG4,ZC395.7,hap-1
O44408,T07A9.3,kgb-1
Q23356,ZC504.4,mig-15
G5ECT8,C27A12.5,ceh-2
Q09605,R07B1.2,lec-7
Q9XW15,Y18D10A.3,
P46873,M02B7.3,osm-3
P34669,ZK686.3,
O62193,F31C3.5,psf-2
Q22000,R153.1,pde-4
Q95NM6,C41D11.8,cps-6
P34286,C02F5.9,pbs-6
Q19775,F25D1.1,ppm-1.A
G5ECQ8,ZK1127.7,cin-4
Q94125,B0334.8,age-1
Q07749,C38C3.5,unc-60
G5EFZ3,Y17G7B.2,ash-2
Q19408,F13E9.3,fipr-15
P39055,C02C6.1,dyn-1
Q09228,C04A2.3,egl-27
Q17569,C01G5.6,ddi-1
Q10914,B0280.12/K04G7.2,glr-2
P91550,ZC239.7,gcy-15
X5M8U1,W03F11.2,gcy-17
P34673,ZK688.3,fahd-1
P17486,C08C3.1,egl-5
O45487,F38A6.2,elp-1
P34604,ZK1098.4,
Q18579,C42D8.4,ets-5
Q95003,C11E4.2,gpx-3
G5EER4,R01H2.5,ger-1
Q18195,C26B2.6,elpc-4
G5EEP3,F48F5.5,fce-2
Q21625,R01H10.1/R01H10.2/Y70G10A.4,div-1
Q95US5,T12G3.8,bre-5
P18831,ZK1290.3,rol-8
Q20781,F54D8.4,cah-1
P25807,C52E4.1,cpr-1
Q9XTT4,Y49E10.19,ani-1
A3QM97,C52D10.12,cnnm-1
Q10916,B0252.2,asm-1
P91167,C46H11.3,
P45894,PAR2.3,aak-1
P50140,Y22D7AL.5,hsp-60
O77469,F56H11.1,fbl-1
Q95QT2,C29E4.10,
P34294,C05B5.6,fbxa-155
Q20300,F41H10.7,elo-5
Q9U2C4,Y47D3A.23,gly-9
D0Z5N4,Y81G3A.3,gcn-2
Q09454,C09G5.2,dph-2
Q20636,F52A8.2,gpb-2
Q20222,F40F4.4,lbp-3
P34325,C08C3.4,cyk-7
Q21217,K04D7.3,gta-1
O76337,F56D2.7,ced-6
P43507,T10H4.12,cpr-3
Q22592,T19E7.3,bec-1
Q17459,B0222.7,col-145
Q22616,T20G5.10,blos-1
O18229,Y57G11C.3,
Q95ZQ4,T01C8.1,aak-2
Q18610,C44C1.5,abhd-3.2
O17798,F11A6.1,kpc-1
G5ECY0,C25F6.2 CELE_C25F6.2,dlg-1
Q20117,F37B12.2,gcs-1
O44997,K12C11.4,dapk-1
O62026,C04H5.3,gcy-29
O01836,B0414.6,glh-3
Q9XVX1,M79.4,flp-19
Q18184,C25H3.5,flp-27
Q93702,F39H2.1,flp-22
Q03603,F54G8.2,dgk-3
Q19294,F10C5.1,mat-3
Q03562,B0464.4,bre-3
Q09651,ZK1307.9,
Q27513,T10B9.1,cyp-13A4
Q22347,T08G2.3,acdh-10
Q21109,K02A11.3,endu-1
O16715,F22E5.3,gcy-21
Q9XTY1,T03D8.5,gcy-22
E7EAU8,ZK455.2,gcy-9
P52872,F57B10.10,dad-1
Q18775,C52B11.3,dop-4
G5EGK6,F07A11.6,din-1
Q17388,F43G9.6,fer-1
H2KZ72,ZC155.5,cutl-19
Q6DNF3,C54E4.3,gcy-37
P48727,F56C9.1,gsp-2
P34803,C27H5.5,col-36
Q09EF7,F35D11.11,che-10
O45685,K11B4.2,blos-9
O17403,F09G2.4,cpsf-2
P34424,F44B9.3,cit-1.2
A0A131MCZ8,C33D12.2,cnnm-3
Q03565,B0464.7,baf-1
Q9UAY4,W03G1.7,asm-3
Q23192,W06B11.1,atat-2
P90970,T24B1.1,
O61219,K07H8.3,daf-31
P30642,R08D7.3,eif-3.D
O17670,C49A1.4,eya-1
Q9NAH4,Y47D3A.21,
Q17438,B0035.14,dnj-1
Q9XTW2,H03A11.1,famk-1
Q21156,K02G10.4,flp-11
O01427,B0207.4,air-2
Q9XX14,Y39A1A.15,cnt-2
O45876,VF36H2L.1,aph-1
P52874,F59A2.4,clpf-1
Q21697,R04B3.2,
Q09551,F27E5.1,asah-2
Q95YE9,C07H6.6,clk-2
Q9N3F1,Y54E10A.5,dnc-6
Q5WRN3,M142.8,
Q10901,C12D12.2,glt-1
Q09630,ZC506.4,mgl-1
Q17902,C10G6.1,egal-1
Q07085,F13H6.3,
G5ECB2,ZK180.1,gbb-2
P43510,C25B8.3,cpr-6
G5ECS8,C02B4.1,adt-1
Q18825,C54D1.6,bar-1
G5EFT4,C42C1.11,ltah-1.1
Q9U2M7,Y37H9A.6,ndx-4
Q21222,K04G2.3,cdc-48.3
Q8WTM6,Y6D11A.2,arx-4
P48182,K11G12.2,acr-2
Q27519,T10B9.10,cyp-13A7
O16466,F41E6.13,atg-18
Q22146,T04B2.2,frk-1
Q09639,W02B3.2,grk-2
P18832,C15A11.5,col-7
A0A1C3NSL9,C25A11.4 CELE_C25A11.4,ajm-1
O01916,F23H11.9,crls-1
P34618,ZK1236.2,cec-1
Q9U389,R102.5,allo-1
Q17334,K12G11.3,sodh-1
Q9N3T5,Y47G6A.10,spg-7
Q18593,C44B7.4,clhm-1
Q27539,ZK970.2,clpp-1
Q95QC4,Y79H2A.11,zyg-8
G5EFE7,C10F3.6,fut-8
Q18421,C34C12.8,
Q23544,ZK593.8,fic-1
G5EGJ9,F44G4.8,dep-1
